# $\sigma_8$ $n_\mathrm{s}$ $h$ $\Omega_\mathrm{b}$ $\Omega_\mathrm{m}$ $\zeta_\mathrm{UV}$ $T_\mathrm{vir}$ $E_0$ $L_\mathrm{X}$
8.322088390462100138e-01 9.531189446192235293e-01 6.808087372019886452e-01 5.235656488446518986e-02 3.149711053522303850e-01 3.352458453271538019e+01 4.401242043823003769e+00 7.054647582583129406e+02 3.974476993642747402e+01
8.326338657982647051e-01 9.746204997844993834e-01 6.547746448576450273e-01 4.919731310700997673e-02 3.362145464636385195e-01 2.486500192899256945e+01 4.529089858010411085e+00 5.781095590442419052e+02 3.945809167996048927e+01
7.982073750220238795e-01 9.574037973362952147e-01 6.999932076767086953e-01 5.165184129673987962e-02 3.097160879161208746e-01 3.052068729419261217e+01 4.345600608363747064e+00 1.000756759475916624e+03 4.006445221044123173e+01
7.854434287421405703e-01 9.831568925011903159e-01 6.664973079770802888e-01 4.537928178107366456e-02 2.827954821281135067e-01 3.217531894333660603e+01 4.678477442637086092e+00 9.634772191755473614e+02 4.065656880289316177e+01
8.114710433281957513e-01 9.475651798047125540e-01 6.817070977374911633e-01 5.095463672179728620e-02 3.276173098545521745e-01 2.276874666102230549e+01 4.496146385744213880e+00 4.861111309379339218e+02 3.980148953758180141e+01
8.241437191762029935e-01 9.758981145437807259e-01 6.944767950646578702e-01 4.978402618963271437e-02 3.162800693960860499e-01 2.587506709620356560e+01 4.619415897876024246e+00 7.803054850548505783e+02 4.093006986938416958e+01
7.897080802790820142e-01 9.511351750701665386e-01 6.497432366557418515e-01 4.681509274935349851e-02 2.897392568608745944e-01 2.778166620060801506e+01 4.406031631678342997e+00 3.029402400366961956e+02 3.954351047426462173e+01
8.108213927470147020e-01 9.660491716027259645e-01 6.902559656821191103e-01 5.333708101410419150e-02 2.982498807834461085e-01 3.456278955098241568e+01 4.569987162202596487e+00 7.332660759799182415e+02 3.920032624341547489e+01
8.368398449070750811e-01 9.596612226631492382e-01 6.755275110699235919e-01 4.724680202400312334e-02 3.429670462107285989e-01 2.140713458415120840e+01 4.355441746860742036e+00 1.155912433192133904e+03 4.033767861500382423e+01
8.401730415843426947e-01 9.823057315632701680e-01 6.860079541787504898e-01 4.646968416675925639e-02 3.125728423448279614e-01 2.358370709232985973e+01 4.630418365821242332e+00 8.460341040976345539e+02 4.084397195279598236e+01
8.071366040654480711e-01 9.440686682205646774e-01 6.712208340674638007e-01 4.986851135494187875e-02 3.390712228437885445e-01 3.298661726526916027e+01 4.444962299987674115e+00 3.671281965449452400e+02 3.973907497338950634e+01
7.936125850178301633e-01 9.711443602036684553e-01 6.986662129297852575e-01 4.816285279199480907e-02 3.293319773005321527e-01 2.948582863900810480e+01 4.580957536026835086e+00 6.689657064154744148e+02 3.902098181471228600e+01
8.201220564417540659e-01 9.565323069527745803e-01 6.538741320729255513e-01 5.269031923117116489e-02 2.845102107619866816e-01 2.383380538318306208e+01 4.394343283399939182e+00 1.090076554287225008e+03 4.037655066139996052e+01
8.149195901922881013e-01 9.675769958499819134e-01 6.631281330980359767e-01 5.226728463770821675e-02 2.960078502513467935e-01 2.061031281482428312e+01 4.521122416853904369e+00 6.263683875091373920e+02 3.926298497803509235e+01
7.818776666618884041e-01 9.637937011145055743e-01 6.783965879105031682e-01 4.832088149890303996e-02 3.225486021425574834e-01 3.376230567228049040e+01 4.303451998531818035e+00 1.047478358633816242e+03 4.015003135427832603e+01
8.019928674645722122e-01 9.800507972709835425e-01 6.579680388219654175e-01 5.083935191335156589e-02 3.503770304016768922e-01 2.882733974605798721e+01 4.670526741445065078e+00 9.168663131073117256e+02 4.061723902635276318e+01
8.284968385718762818e-01 9.526425121579319422e-01 7.032451236419379192e-01 4.576379072472453596e-02 3.056599435668438391e-01 2.692440275102853775e+01 4.454017466306686046e+00 4.379612823016941547e+02 3.998135279119014740e+01
8.276753557346760992e-01 9.784263322338462299e-01 6.700130045585334093e-01 5.323592794027179331e-02 3.257073804877698153e-01 3.336534063797444105e+01 4.334738209098577322e+00 8.699053720571100712e+02 3.964262523688375950e+01
8.011737270899117469e-01 9.536839026849717182e-01 6.847539298780261907e-01 4.761361359937116983e-02 2.791702295850962412e-01 2.026733528356999159e+01 4.539908675104380009e+00 4.488082638010382652e+02 4.075673829391598701e+01
7.848061784602702318e-01 9.685876634608954205e-01 6.517278128288686023e-01 4.935083375956863389e-02 3.070724346704781227e-01 2.708053402602672577e+01 4.485328138619661509e+00 5.872993519529700279e+02 4.047586905024945736e+01
8.178504516057669704e-01 9.622202239766717291e-01 6.964775112070142882e-01 4.698269368095323723e-02 3.352862169381231050e-01 2.892759524285793304e+01 4.689337366074323832e+00 1.066191519889980555e+03 3.911291518062353134e+01
8.211773957185446449e-01 9.720704729858785642e-01 6.797090191006660564e-01 4.521479370577261014e-02 3.467479694562032866e-01 3.238367646001279354e+01 4.413724106922745527e+00 6.572569848038256168e+02 4.024950256198644638e+01
7.946666189529001390e-01 9.548742752991616900e-01 6.645119289293884846e-01 5.138471642222255942e-02 3.003243919854983734e-01 2.303658484481275082e+01 4.611680220440030453e+00 1.136148289404809475e+03 3.935507070086896420e+01
8.044419558592140751e-01 9.805966319017112021e-01 7.054923770934343752e-01 4.883361438794061454e-02 2.905119243862107070e-01 2.466285998467355967e+01 4.363178380206226947e+00 8.281826829537749290e+02 3.988499437645077705e+01
8.374770665787160118e-01 9.450254238102585580e-01 6.602901831254363030e-01 5.174988164093345666e-02 3.187591495087370164e-01 3.026083851698786020e+01 4.562292585149407387e+00 4.070864380337297916e+02 4.053009715117514133e+01
8.339108771331608105e-01 9.650500397928059026e-01 7.012442950703203781e-01 5.040825798401609575e-02 2.865804923849180064e-01 2.809804001823067665e+01 4.437220232188701985e+00 7.159502483904361725e+02 4.003822152130305767e+01
8.078909837327897803e-01 9.612462352890521755e-01 6.559835786543786185e-01 4.592929112903774286e-02 3.331177218800410733e-01 2.625464091077446938e+01 4.638104450702667414e+00 1.193302610423415899e+03 3.942557412385940552e+01
7.905291035644710362e-01 9.775136072564870604e-01 6.838985077090561360e-01 5.216821385214105711e-02 3.415545319916680755e-01 2.134620004799216986e+01 4.386654713749885026e+00 7.709176152013242245e+02 3.983046680875122547e+01
8.249633226789533369e-01 9.500848125316202486e-01 6.686427520386873935e-01 4.868560875944793337e-02 3.133406890800222722e-01 3.444054329302161932e+01 4.588700176775455830e+00 3.482841409742832184e+02 4.069390813633799553e+01
8.141652391351759110e-01 9.848518931981176117e-01 6.483587066814302524e-01 4.779708799712360096e-02 3.020393377684056913e-01 3.110166639555245638e+01 4.314264808222651126e+00 9.251909695565700531e+02 3.957257954403758049e+01
7.881398597232998071e-01 9.465943249374627610e-01 6.931669270604848831e-01 5.279042767772451628e-02 3.484629764270037455e-01 2.550734997261315584e+01 4.510254010185599682e+00 5.025583519600331783e+02 4.096750050969421864e+01
7.971515726171434224e-01 9.737007955372333212e-01 6.732063295677304104e-01 4.630314622811973480e-02 3.216156253285705757e-01 2.197631650604307652e+01 4.464883780106902122e+00 5.336617304943501949e+02 4.031160026788711548e+01
8.315802914150058900e-01 9.590682378377765049e-01 6.880059199392795088e-01 5.030064294526354063e-02 2.933683221574872602e-01 3.131974601186811924e+01 4.659714884683490155e+00 1.011013235896825790e+03 3.916796152107417583e+01
8.303842293716966472e-01 9.837997175756841850e-01 6.981521487966180217e-01 5.187473380558192682e-02 3.447036841215566083e-01 3.421330523211508989e+01 4.478630364313721302e+00 1.179234544001519680e+03 4.080559791065752506e+01
7.964176194243133278e-01 9.482285098753869823e-01 6.528949764728545491e-01 4.897428991684690119e-02 2.976719653477892247e-01 2.106039684731513262e+01 4.696703665331006583e+00 7.020890356041491032e+02 3.966798624768853188e+01
7.874712214492260998e-01 9.739610202483832690e-01 6.873679727301000852e-01 5.124433268599212776e-02 2.880048355834558538e-01 2.646720287390053272e+01 4.329622818902135073e+00 3.341173709370195866e+02 3.907583913765847683e+01
8.130212168641388626e-01 9.567648221705108424e-01 6.721157683044671760e-01 4.508971453497186838e-02 3.168557638471946047e-01 2.836922434158623219e+01 4.545729211345315157e+00 7.569834446534514427e+02 4.046216953545808792e+01
8.256312649197876663e-01 9.666971226915717086e-01 6.590973480589688016e-01 4.710647582301870362e-02 3.281793947584927262e-01 3.159101521596312523e+01 4.369737251847982229e+00 5.164641967043280602e+02 3.933361590653657913e+01
7.916738173983991489e-01 9.603296831291169289e-01 7.039020171932875991e-01 4.949251446120440934e-02 2.811097601588815609e-01 2.218902057036757469e+01 4.554790530353784561e+00 9.393311337567865849e+02 4.018892416916787624e+01
8.090863685183227183e-01 9.752232500802725523e-01 6.623833524979650944e-01 4.747215984055772747e-02 3.091517858348786785e-01 2.522140277083963156e+01 4.418789190798998234e+00 1.024902774486690760e+03 4.053207788243889809e+01
8.346455120541155237e-01 9.504808206096291290e-01 6.771793987773359058e-01 5.311185394220054035e-02 3.379024899613112254e-01 3.087434155400842428e+01 4.605806230753660024e+00 5.477564027532935143e+02 3.992597664333879948e+01
8.386800312869250318e-01 9.705054391738027197e-01 6.656353416651487054e-01 5.017647170407697754e-02 3.039416051872074753e-01 2.918366978876292706e+01 4.380831317231058897e+00 4.629862203262746334e+02 3.938843339495360851e+01
8.051690645016730263e-01 9.558728809267282855e-01 6.803727228924631998e-01 4.616159522619098926e-02 3.509734025534242408e-01 2.727798621170222759e+01 4.593812706694007097e+00 8.838764749467372894e+02 4.002457912266254425e+01
7.953420874722302303e-01 9.829689974844455502e-01 6.557867648065089927e-01 5.293227053565904838e-02 3.242647059403359622e-01 2.002593873534351587e+01 4.429863279685378075e+00 1.080468180030584335e+03 4.074270279891788960e+01
8.223145296297966755e-01 9.447114297714084286e-01 7.005329119399189564e-01 4.792103229548782400e-02 2.954137170325964457e-01 3.318250922951847315e+01 4.644811571761965574e+00 6.013434126041829586e+02 3.985588520392775536e+01
8.171747483931481870e-01 9.793964988239109992e-01 6.914987949453293981e-01 4.856036749567836652e-02 2.839653289021923932e-01 3.007792032789438963e+01 4.470754526555538177e+00 1.122132554557174444e+03 4.096942418441176414e+01
7.836692819245160146e-01 9.519677043337374522e-01 6.763052560187875484e-01 5.202766802294180037e-02 3.310350246896966997e-01 2.442131943535059690e+01 4.654646557569503962e+00 6.430069305002689362e+02 3.961362655647099018e+01
7.999705393113195617e-01 9.682453902889043285e-01 6.938455452196300444e-01 4.607006396438926427e-02 3.396183387415483423e-01 2.323417913168668747e+01 4.321775826811790289e+00 3.930870093405246735e+02 3.914644940197467804e+01
8.269484674803911917e-01 9.644415855504572255e-01 6.486468953438102591e-01 5.053320745510980760e-02 3.108675565665587892e-01 3.263983588665723801e+01 4.503704102337360737e+00 8.139781205914914608e+02 4.025108688883483410e+01
8.296444979183374979e-01 9.692471320446580663e-01 6.829147762604057537e-01 4.737204328777269019e-02 3.182162898408248952e-01 2.407580274622887373e+01 4.685884750634431661e+00 3.811825300566852093e+02 4.012496586516499519e+01
8.026651356615126520e-01 9.628591825574636109e-01 6.681314362756907155e-01 5.347762684330344130e-02 2.922123991644010044e-01 2.966920364182442427e+01 4.489492671936750057e+00 8.602935712784528732e+02 3.947960358299314976e+01
7.826153069980442689e-01 9.777835331320763324e-01 7.021364809371530846e-01 4.667431991400197711e-02 3.008650344761088502e-01 3.272999912500381470e+01 4.534869005531072972e+00 1.104037330672144890e+03 3.976044230908155441e+01
8.161193465314805495e-01 9.530205942060798741e-01 6.573481730543077051e-01 4.965907671853900252e-02 3.450497162064537493e-01 2.338565409183502197e+01 4.340440777689217988e+00 6.831608022563159466e+02 4.065464540384709835e+01
8.193837200723588232e-01 9.812714772768318383e-01 6.738677989676594704e-01 5.107880796298384929e-02 3.335654408328235232e-01 2.672649375163018703e+01 4.562526496127247810e+00 1.033256656955927610e+03 3.951809235475957394e+01
7.924135202415287793e-01 9.456797648150473412e-01 6.891324808061123353e-01 4.552083278300241009e-02 3.076706854265183200e-01 2.857080838643014431e+01 4.362045058980584145e+00 6.123792853206396103e+02 4.088127499073743820e+01
8.059882674612104392e-01 9.714225459922105621e-01 6.471442659184336588e-01 5.150999843880534057e-02 2.808932223238050918e-01 3.394559579435735941e+01 4.613500899448990999e+00 4.237284209579229355e+02 4.035132079757750034e+01
8.395014551155268734e-01 9.542058433093130176e-01 6.924175706118345097e-01 4.907336880864575368e-02 3.251069087471812891e-01 2.085216807667165995e+01 4.411052655056119320e+00 9.028403053991496563e+02 3.923746724799275398e+01
8.356990310050547155e-01 9.768503147367387784e-01 6.503961827777325899e-01 4.564000858265906957e-02 2.939285262815654054e-01 2.255649941042065620e+01 4.586126330494880499e+00 9.868122624233365059e+02 3.969809290766716003e+01
8.101422227792441921e-01 9.494420300148427305e-01 6.956109654702246070e-01 5.069767121171579044e-02 3.199323389094322900e-01 3.190450655296444893e+01 4.388573099672794520e+00 5.639599283225834370e+02 4.084199096076190472e+01
7.889773274086415711e-01 9.656889724008739240e-01 6.705572882466017681e-01 4.846233525771648232e-02 3.479050063408911098e-01 3.074755342211574316e+01 4.637068836390972670e+00 4.722601910121738911e+02 4.043712879344820976e+01
8.229371316976844541e-01 9.619056772742420325e-01 6.857633050329983160e-01 5.239135863577946972e-02 3.037203857984394073e-01 2.515049041714519262e+01 4.437551748752594172e+00 9.493919597938656807e+02 3.904243681021034718e+01
8.122015615053475024e-01 9.730323776289820925e-01 7.062673772484063806e-01 5.256546706652268780e-02 3.150799061285332048e-01 2.169248097110539675e+01 4.665515064820647595e+00 3.170521052554249763e+02 4.016373107023537159e+01
7.866502535961568121e-01 9.584203242998570182e-01 6.615375918135046884e-01 4.802217726308852935e-02 3.409746008908375869e-01 3.478957079816609621e+01 4.459941811487079022e+00 7.941847507841885090e+02 3.930006076022982597e+01
7.993479658536613019e-01 9.855062101077288750e-01 6.786080983638763664e-01 5.000889509117231041e-02 3.313762702496722556e-01 2.751094059087336063e+01 4.514516244456172167e+00 1.170035458076745272e+03 3.995599151961505413e+01
8.333132561542093697e-01 9.472691468432545836e-01 6.638834238782524988e-01 4.659476333755999816e-02 2.871626624187454402e-01 2.566296384669840336e+01 4.310909804329275730e+00 7.471822472289204597e+02 4.056837961077690125e+01
8.329932904116809089e-01 9.754629997186362589e-01 6.776693537630140707e-01 5.078821582479402935e-02 2.971484025737270440e-01 2.058550998102873564e+01 4.365791016072035013e+00 6.929358012042939663e+02 4.043959617987275124e+01
7.994875879086553727e-01 9.506588738415390205e-01 6.629471927307545309e-01 4.567848281648010517e-02 3.442202910633757607e-01 3.367893769871443510e+01 4.558850527554750620e+00 1.114037722349166870e+03 3.908477685786783695e+01
7.857891890652477507e-01 9.669369008842856328e-01 7.034558861501515326e-01 5.248125475032255211e-02 3.172991286015137691e-01 2.874223012477159500e+01 4.416776100546121242e+00 8.498524188995361328e+02 3.967909214645624161e+01
8.127668955050408872e-01 9.605077854119241643e-01 6.587240445785224052e-01 4.850067979183048106e-02 2.885506087468936998e-01 2.689791548997163773e+01 4.607896270602941158e+00 3.709693855606019497e+02 4.078470540605485439e+01
8.226272287093102653e-01 9.744392493259161903e-01 6.714939704522490116e-01 4.807754488375037827e-02 2.817758314397185715e-01 2.367610874585807323e+01 4.482667538896203396e+00 8.915194085799157619e+02 3.992121983133256435e+01
7.891160401947796554e-01 9.571813603177666829e-01 6.867015860587358800e-01 5.263918314261362141e-02 3.288054355598986067e-01 3.302045377902686596e+01 4.692731447890401419e+00 4.126372084021568298e+02 4.055834386497735977e+01
8.092894060410559254e-01 9.842778179630637947e-01 6.532092646494507271e-01 4.664948245968669749e-02 3.373166167002171201e-01 2.951791635248810053e+01 4.331735717132687569e+00 6.230340287089347839e+02 4.021295998431742191e+01
8.362616121642291178e-01 9.486449388902634672e-01 6.984229058384895383e-01 5.008248146755621411e-02 3.084633649282157442e-01 2.392451545689254999e+01 4.543742114678025246e+00 1.044135116692632437e+03 3.932711816206574440e+01
8.398131882645188950e-01 9.680132921993732653e-01 6.499573467843233754e-01 5.351999206833541606e-02 3.516394738342613069e-01 2.608295125886797905e+01 4.468668188154697241e+00 9.593871144577860832e+02 3.986625032126903534e+01
8.058550469450652676e-01 9.642711840238422649e-01 6.952295104213058741e-01 4.746596009323373472e-02 3.045676459886133558e-01 2.793092800304293633e+01 4.656663361191749395e+00 4.820404269732534885e+02 4.072253581695258617e+01
7.932681689284741822e-01 9.791644499417394565e-01 6.748044819556175966e-01 4.970183104269206703e-02 2.948278437715023959e-01 3.471380015369504690e+01 4.317707514762878063e+00 5.537380733527243137e+02 4.000224396213889122e+01
8.188266329713165259e-01 9.517973312050104218e-01 6.900707630611956356e-01 4.676914461741224494e-02 3.235762850336730279e-01 2.161671032663434744e+01 4.507642035186290919e+00 9.763798205181956291e+02 3.939711766131222248e+01
8.164374821133911775e-01 9.824831969667225939e-01 6.993249921858311069e-01 4.559843985030427593e-02 3.305114619156345745e-01 2.472134057898074389e+01 4.382822139188647270e+00 7.360823644325137138e+02 4.027586202509701252e+01
7.824701926730572854e-01 9.442873200275003764e-01 6.545346286132931457e-01 5.113754777602851770e-02 2.834819358440116011e-01 3.031840358395129442e+01 4.591703545674681308e+00 1.158723231498152018e+03 3.913922759518027306e+01
8.035243682436644663e-01 9.700195293672383423e-01 6.819760286420583073e-01 4.915136497506872315e-02 3.113109213208779535e-01 3.197477688081562519e+01 4.433827206119895337e+00 8.050579332746565342e+02 3.960863491706550121e+01
8.290736698605120081e-01 9.554486426491289874e-01 6.671952025577425616e-01 5.156964614979923228e-02 3.401641119049861883e-01 2.262676973827183247e+01 4.640766118094325599e+00 3.277121258899569511e+02 4.099594025313854218e+01
8.261451026298105571e-01 9.717187706589699436e-01 6.929090826198458508e-01 4.621835705537349209e-02 2.917735595947131277e-01 3.118493065703660250e+01 4.573038582876324476e+00 7.597345897927880287e+02 4.063011225499212742e+01
8.005935586862266140e-01 9.544813878204673196e-01 6.477083766072988524e-01 5.024795039689168574e-02 3.176659914927557060e-01 2.553199187386780977e+01 4.351657224074005903e+00 3.370791164226830006e+02 3.976741831377148628e+01
7.832916165016591270e-01 9.815675734099000849e-01 6.886850216224789101e-01 4.797844262320548336e-02 3.455687537958845312e-01 2.200293608941137791e+01 4.622027960792183698e+00 6.986856845207512379e+02 3.948484151624143124e+01
8.172566850729285903e-01 9.459552000373602221e-01 6.734939961493014993e-01 5.300387892818078650e-02 3.013529527189209856e-01 3.140493073500692844e+01 4.402589001134037616e+00 1.176046098209917545e+03 4.009820731729269028e+01
8.215212293215096162e-01 9.781642715562135493e-01 6.567248181797563644e-01 5.211552130376920222e-02 3.082521727394312849e-01 2.806413555517792702e+01 4.675473997741938170e+00 5.434750104323029518e+02 3.922685965150594711e+01
7.959641993664204884e-01 9.533806566990912224e-01 7.014698238097131222e-01 4.860081958670169067e-02 3.342582476876675979e-01 2.616211408749222755e+01 4.499978872388600948e+00 1.020834557432681322e+03 4.037173407338559628e+01
8.047996450833976301e-01 9.696278988666832133e-01 6.684470525927841411e-01 5.062170923447236598e-02 3.244452234145254188e-01 2.125564375426620245e+01 4.526428305357694803e+00 9.429603201337158680e+02 4.090336434915661812e+01
8.387592133380472603e-01 9.632192942578345907e-01 6.831860326401889560e-01 4.611064575511962527e-02 2.802627955742180155e-01 3.440855213906615973e+01 4.348993737250566483e+00 5.203057134523987770e+02 3.950965007580816746e+01
8.354406443111598302e-01 9.852075407974422161e-01 6.651950639843939861e-01 4.905017839970067517e-02 3.205138262223452550e-01 3.223448260687291622e+01 4.673968878015876349e+00 6.043138551525771618e+02 3.904695115797221661e+01
8.084697506822645652e-01 9.469911578450351808e-01 6.799927095308899716e-01 5.193642422363162203e-02 2.946213331364095356e-01 2.282882585190236568e+01 4.451404921337962506e+00 1.083210628107190132e+03 4.041110908985137939e+01
7.920450669772922669e-01 9.727335991863161890e-01 6.600354002028703260e-01 4.516521391870453872e-02 3.030587004657834815e-01 2.445313046220690012e+01 4.524906254932284710e+00 8.806932795792818069e+02 4.081770932860672474e+01
8.255575751386582395e-01 9.581422066114843039e-01 7.048389282807707712e-01 5.130511520609259968e-02 3.472745795913040334e-01 3.010973135475069284e+01 4.300399905070662498e+00 4.595776188187301159e+02 3.970483265444636345e+01
8.138227497659623610e-01 9.653107587289064817e-01 6.845541966132819844e-01 4.953737634226679926e-02 3.405357613211497658e-01 3.356772806029766798e+01 4.577563554048538208e+00 8.099151673726737499e+02 4.059119496867060661e+01
7.868427080161869425e-01 9.615481393769383933e-01 6.693045060880481456e-01 4.719925769271329091e-02 3.145296077804640156e-01 2.041115756612271070e+01 4.397003994882107136e+00 3.888003531843423843e+02 3.994680798240005970e+01
7.967934546865522716e-01 9.764721501156687911e-01 6.972156887672841252e-01 5.315632672414184051e-02 2.876817000081762776e-01 2.722237862646579742e+01 4.626584835350513458e+00 6.468571309000253677e+02 3.928920114040374756e+01
8.302968004219233311e-01 9.490845206718891980e-01 6.519564607538282930e-01 4.756403381230309840e-02 3.318641884924843910e-01 2.912806220352649689e+01 4.447964712977409363e+00 1.125753057282418013e+03 4.018438111059367657e+01
8.309765121959149514e-01 9.662633591521531118e-01 6.760180143438279110e-01 4.598683115646243214e-02 3.101995527680962983e-01 2.986830256413668394e+01 4.616942850500345585e+00 1.069152836222201586e+03 3.979674846865236759e+01
7.979338948674500331e-01 9.598547543086111133e-01 6.908192111350596187e-01 5.047999607624486379e-02 3.367380417950451288e-01 2.427032403182238340e+01 4.408439912647009074e+00 5.900509262457489967e+02 4.068281904235482216e+01
7.880496692158281968e-01 9.761121903009712941e-01 6.492968000642954651e-01 4.874224088892340628e-02 3.270714692484587571e-01 2.308487530797719955e+01 4.566310148686170578e+00 4.456202471628785133e+02 4.008847323618829250e+01
8.145529608301818048e-01 9.513285756785422320e-01 6.941038722343743084e-01 5.223956284524873539e-02 2.823521891675889184e-01 3.243196692317724228e+01 4.358992768079041902e+00 8.665015918202698231e+02 3.945160872489213943e+01
8.243512956671416037e-01 9.836196580290794689e-01 6.810847654551267505e-01 5.287905915679410457e-02 2.891132835021242298e-01 2.932563151232898235e+01 4.531475220993161024e+00 4.030186501331627369e+02 4.031512100249528885e+01
7.913141786552965184e-01 9.480072852041572240e-01 6.658315308377146247e-01 4.783779948756099187e-02 3.156139263214543522e-01 2.747857029549777508e+01 4.343101674690842628e+00 8.239008614793419838e+02 3.920924822054803371e+01
8.077907304711640091e-01 9.750833170231432145e-01 7.003078152596950989e-01 5.038836652638391256e-02 3.436553953235969017e-01 2.022820724640041590e+01 4.682051417604088606e+00 1.139989376999437809e+03 3.955460158362984657e+01
8.342995080970226907e-01 9.578459336370229726e-01 6.550450360015034335e-01 4.634346861943602902e-02 2.988358214871957852e-01 3.332621260080486536e+01 4.492495270445942879e+00 6.608866003341972828e+02 4.090919215418398380e+01
8.380872616417706089e-01 9.798341677378863412e-01 7.045558985121548323e-01 4.768924268281087703e-02 3.384452494850382354e-01 3.161751767620444298e+01 4.517567467689514338e+00 3.510270182043313980e+02 4.040131008438766003e+01
8.036513867102563768e-01 9.524465383723378364e-01 6.593516412548720007e-01 5.329684016007930208e-02 3.119066992701962637e-01 2.227408817037940025e+01 4.307125096023082911e+00 7.738876285962760448e+02 3.901377572119235992e+01
7.947650420539080773e-01 9.673602351233363539e-01 6.768952762879431040e-01 4.705845246409997434e-02 2.851985598748549844e-01 2.530478594359010458e+01 4.668126930296421229e+00 1.189893579762428999e+03 3.973409809358417988e+01
8.207832724846899630e-01 9.635976156931370662e-01 6.617007067225872952e-01 4.941239447791129225e-02 3.299179180042818293e-01 3.089910236652940512e+01 4.456498995423316956e+00 7.127674821764230728e+02 4.087047326192259789e+01
8.184560627736150451e-01 9.706841167680919646e-01 6.526659036412835180e-01 5.142931890387088256e-02 3.230320669945329626e-01 3.412263717968016863e+01 4.634065577015280546e+00 1.006726150587201118e+03 3.999170219525694847e+01
7.840293502680957261e-01 9.560927238021046382e-01 6.974144533634185628e-01 4.530679737722501099e-02 2.965313455827534028e-01 2.102829393465071917e+01 4.441384432837367058e+00 5.295992064289748669e+02 4.059708775766193867e+01
8.012657477580010790e-01 9.818455191854388309e-01 6.728246921285986337e-01 5.179461382228881666e-02 3.051141029607504773e-01 2.643340838141739368e+01 4.583464963361620903e+00 5.061792838387191296e+02 4.012771095335483551e+01
8.272931263096630072e-01 9.436291366241872369e-01 6.875672234207391709e-01 4.892626655792817886e-02 3.499337374411523038e-01 2.827680748887360096e+01 4.391966425999998869e+00 9.290407408028841019e+02 3.927165448479354382e+01
8.283471602447330939e-01 9.809184037934989275e-01 6.607811034828423580e-01 4.995827776977792428e-02 2.797204561393707989e-01 2.184360154438763857e+01 4.422573796287179171e+00 4.961119517683982849e+02 3.910232331231236458e+01
8.023210870347916579e-01 9.452855247989296883e-01 7.060570400938391833e-01 4.650789900116622522e-02 3.261462875001132633e-01 3.499925651121884584e+01 4.602754892781376839e+00 9.732517889700829983e+02 4.049626659788191319e+01
7.813333752624690431e-01 9.723922964319586804e-01 6.640648463726043227e-01 5.278099354395643372e-02 3.347983661379665410e-01 2.771871299482882023e+01 4.373180155828594984e+00 9.905431858263909817e+02 4.077881287783384323e+01
8.157614145673811601e-01 9.551344073455780848e-01 6.793349076047539015e-01 4.820145672552288152e-02 3.065533252872526537e-01 2.581211389042437077e+01 4.552178740873932483e+00 5.676688358187675476e+02 3.963419773243367672e+01
8.199641321100293867e-01 9.689838602714240245e-01 6.958547618411481395e-01 4.837547092132270243e-02 2.996315176879987274e-01 2.235607625916600227e+01 4.325790058821439743e+00 1.144820791482925415e+03 4.050557973049581051e+01
7.939435592167078948e-01 9.625547444079071147e-01 6.510606181420385274e-01 5.234074131438509053e-02 3.461665539370849531e-01 3.176264854148030281e+01 4.548732382804155705e+00 7.219456083141267300e+02 3.989195465296506882e+01
8.065822481237351349e-01 9.788224174086004314e-01 6.850691834263503699e-01 4.581928804509342174e-02 3.193896480521187242e-01 3.060377494897693396e+01 4.475237152725457968e+00 3.138191289268434048e+02 3.936029385961592197e+01
8.410157734401523255e-01 9.540182919226586344e-01 6.702845843680202975e-01 5.091319768914952942e-02 2.911735422762110614e-01 2.494808958377689123e+01 4.699365135282278061e+00 7.909597992897033691e+02 4.022275878861546516e+01
8.369959390781819275e-01 9.733866728473454799e-01 6.893171941474079967e-01 5.169446592118591421e-02 3.324248475825414273e-01 2.664126521907746792e+01 4.324388648197055041e+00 1.099856361094862223e+03 4.071670773625373840e+01
8.104849262781440578e-01 9.588157858945429712e-01 6.745912601411342413e-01 4.929200811071321464e-02 2.859990768657997284e-01 2.854420221410691738e+01 4.500262242183088901e+00 6.789612902328372002e+02 3.982129902951419353e+01
7.902606042720377033e-01 9.845378014095127472e-01 6.916653449818491728e-01 5.099713164653629088e-02 3.139711876234039800e-01 3.392091008368879557e+01 4.473806705698370578e+00 3.566961837932467461e+02 3.941472930833697319e+01
8.232954932622611466e-01 9.463419247049837946e-01 6.469297232836483946e-01 4.547332828624173900e-02 3.422161498816683745e-01 2.076891722623258829e+01 4.650862805172801373e+00 8.358118199743330479e+02 4.005885675735771656e+01
8.116225518159567720e-01 9.771098413527011806e-01 6.674340242691337854e-01 4.689295921606943113e-02 3.490132029812783032e-01 2.410778048913925886e+01 4.427202482521534144e+00 4.266494848765432835e+02 3.917246011085808277e+01
7.851207014419138153e-01 9.497427231635898748e-01 6.826454200021921936e-01 4.984354420091956922e-02 3.024782447807490837e-01 2.975980374496430159e+01 4.648205468058586476e+00 9.057660011574625969e+02 4.028559632226824760e+01
7.987534983702003766e-01 9.646461428519338410e-01 6.575877071715890976e-01 4.732453879101201910e-02 2.928804713573306961e-01 3.282251253724098206e+01 4.377828627824783325e+00 1.058137950114905834e+03 4.094323368184268475e+01
